freq_low_mhz,freq_high_mhz,country,region,service,status,application,footnotes,typical_devices,source,note
0.217000,0.226000,USA,USA,MOBILE,PRIMARY,,5.341 US342,"Radio telescopes, scientific receivers; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.217000,0.226000,USA,USA,RADIO ASTRONOMY,PRIMARY,,5.341 US342,"Radio telescopes, scientific receivers; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.217000,0.226000,USA,USA,SPACE RESEARCH (passive),Secondary,,5.562B 5.341 US342,"Radio telescopes, scientific receivers; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Deep space probes, scientific satellites",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.225000,ITU,Region 1/2,AMATEUR,PRIMARY,,,"Ham radio transceivers, SDR receivers; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Radar systems, speed guns, weather radar",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.225000,ITU,Region 1/2,FIXED,PRIMARY,,,"Ham radio transceivers, SDR receivers; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Radar systems, speed guns, weather radar",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.225000,ITU,Region 1/2,MOBILE,PRIMARY,,,"Ham radio transceivers, SDR receivers; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Radar systems, speed guns, weather radar",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.225000,ITU,Region 1/2,Radiolocation,Secondary,,5.241,"Ham radio transceivers, SDR receivers; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Radar systems, speed guns, weather radar",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.225000,USA,USA,FIXED,PRIMARY,,US241 US242,"Ham radio transceivers, SDR receivers; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.225000,USA,USA,LAND MOBILE,PRIMARY,,US241 US242,"Ham radio transceivers, SDR receivers; Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G); Radar systems, speed guns, weather radar",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Redstone Arsenal………………………………………………..............,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Fort Huachuca………………………………………………………..…,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Yuma Proving ……………………………………….................,Secondary,,Ground,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Beale AFB……………………………………………………………....,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Camp Parks Reserve Forces Training Area………………...……..……,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,China Lake Naval Air Weapons Station…………………………..……,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Edwards AFB………………………………………………………..….,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Fort Irwin……………………...……………………………………..…,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Marine Corps Air  Combat Center………………………...…...,Secondary,,Ground,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Buckley AFB……………………..……………………..…………..….,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Schriever AFB…………………………………………………….....…,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Fort ………………………………………………….................,Secondary,,Gordon,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Naval Satellite Operations Center………………………………...…....,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,"Naval Computer and Telecommunications Area Master Station, Pacific",Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Fort Detrick………………………………………………………..……,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Nellis AFB…………………………………………………………..….,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Nevada Test Site……………………………………………………..…,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Tonapah Test Range Airfield…………………………………...……....,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Cannon AFB………………………………………………....................,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,White Sands Missile Range…………………………………….............,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Dyess AFB…………………………………………………………..….,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Fort Bliss……………………………………………………………..…,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Fort Sam Houston……………………………………………………....,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,AFB…………………………………………………..……,PRIMARY,,Goodfellow,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Kelly AFB……………………………….……………...…………..…..,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Utah Test and Training Range……………………………….………....,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Fort Belvoir………………………………………………………..……,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 1/2,Naval Satellite Operations Center.……………………………...…..….,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,AL,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,AZ,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,AZ,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,CA,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,CA,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,CA,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,CA,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,CA,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,CA,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,CO,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,CO,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,HI,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,MD,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,NV,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,NV,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,NV,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,NM,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,NM,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,TX,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,TX,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,TX,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,TX,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,TX,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,UT,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,VA,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,ITU,Region 3,VA,PRIMARY,,,"Satellite phones, VSAT terminals, satellite internet",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Huntsville,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Sierra Vista,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Yuma,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Marysville,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Dublin,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Ridgecrest,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Rosamond,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Barstow,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Twentynine Palms,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Aurora (Denver),Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Colorado Springs,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Augusta,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Finegayan (),Secondary,,Guam,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Wahiawa (Oahu Is.),Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Frederick,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Las Vegas,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Amargosa Valley,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Tonapah,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Clovis,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,White Sands,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Abilene,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,El Paso,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,San Antonio,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,San Angelo,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,San Antonio,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,…..,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Alexandria,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.220000,0.220600,USA,USA,Chesapeake,Secondary,,,"Satellite phones, VSAT terminals, satellite internet",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.222000,0.225000,USA,USA,AMATEUR,PRIMARY,,,"Ham radio transceivers, SDR receivers",FCC 47 CFR 2.106 (Non-Fed),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.225000,0.235000,ITU,Region 1/2,FIXED,PRIMARY,,,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.225000,0.235000,ITU,Region 1/2,MOBILE,PRIMARY,,,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",ITU Radio Regulations,EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
0.225000,0.235000,USA,USA,FIXED,PRIMARY,,G27,"Point-to-point microwave links, satellite earth stations; Mobile phones, cellular base stations (2G/3G/4G/5G)",FCC 47 CFR 2.106 (Federal),EU/Europe follows ITU Region 1 (largely identical to Region 1/2 primary services shown). Source: FCC 47 CFR 2.106 / ITU Radio Regulations 2016
